trend,day_multiply_hour,month,tempoerature_1 (F),tempoerature_2 (F),tempoerature_3 (F),tempoerature_4 (F),tempoerature_5 (F),tempoerature_6 (F),tempoerature_7 (F),tempoerature_8 (F),tempoerature_9 (F),tempoerature_10 (F),tempoerature_11 (F)
105,45,1,65,58,53,65,44,64,54,64,47,64,49
106,50,1,66,58,55,69,44,65,54,65,47,65,48
107,55,1,66,57,55,70,45,66,54,65,47,66,47
108,60,1,67,57,53,71,46,66,52,67,46,65,49
109,65,1,68,56,53,71,46,65,53,67,47,64,51
110,70,1,68,56,54,70,46,65,54,66,47,64,53
111,75,1,66,54,48,71,47,66,54,66,48,65,52
112,80,1,66,52,49,71,47,66,54,66,49,65,52
113,85,1,66,51,52,72,48,63,54,66,49,61,52
114,90,1,66,50,51,70,47,60,54,62,49,60,50
115,95,1,63,49,48,64,46,59,53,61,48,59,50
116,100,1,54,46,47,63,46,57,52,61,47,57,45
117,105,1,52,44,46,61,46,56,49,59,46,56,43
118,110,1,49,41,46,61,45,54,48,58,43,54,41
119,115,1,47,40,45,58,44,52,47,53,43,51,41
120,120,1,47,36,43,51,43,47,44,51,41,47,39
121,6,1,47,33,43,50,42,45,42,50,41,45,37
122,12,1,46,35,43,50,41,44,41,48,40,44,36
123,18,1,45,32,41,49,40,42,39,46,37,42,35
124,24,1,43,33,40,47,39,41,38,45,37,41,35
125,30,1,41,32,38,45,37,40,37,43,35,39,34
126,36,1,41,32,36,45,36,39,36,40,33,38,34
127,42,1,39,29,35,44,35,35,37,37,36,35,34
128,48,1,39,32,33,42,34,36,34,33,35,34,32
129,54,1,40,31,34,40,35,36,35,32,33,34,32
130,60,1,43,32,33,42,37,37,38,39,37,37,34
131,66,1,45,33,38,44,39,40,41,43,38,41,34
132,72,1,44,34,40,45,40,41,43,45,39,42,34
133,78,1,45,35,39,47,41,42,45,46,42,44,34
134,84,1,46,33,40,48,40,43,45,46,41,44,35
135,90,1,46,33,40,48,41,43,44,46,41,44,35
136,96,1,46,33,41,48,41,44,44,47,40,44,33
137,102,1,45,32,40,47,40,42,41,45,38,43,31
138,108,1,39,28,36,44,38,39,40,43,35,40,26
139,114,1,39,26,37,41,35,37,37,40,33,37,25
140,120,1,39,24,36,40,33,35,33,38,30,34,23
141,126,1,38,22,32,39,31,32,30,35,28,31,20
142,132,1,36,21,29,37,28,30,29,33,27,30,20
143,138,1,32,20,28,35,27,28,27,31,26,28,19
144,144,1,32,19,27,33,26,27,27,29,25,27,18
145,7,1,30,18,25,30,24,25,25,28,24,25,18
146,14,1,29,18,25,29,24,25,23,26,22,25,18
147,21,1,28,17,23,28,23,24,23,26,22,23,17
148,28,1,28,17,22,27,22,23,21,22,20,22,17
149,35,1,28,16,22,25,22,22,21,22,20,21,15
150,42,1,26,15,21,24,22,22,21,21,19,21,15
151,49,1,26,15,20,23,20,21,20,21,19,20,15
152,56,1,26,15,20,22,20,20,19,19,19,19,15
153,63,1,26,15,20,22,20,20,20,21,19,20,13
154,70,1,28,16,20,25,22,23,22,24,22,23,16
155,77,1,28,18,22,27,23,24,25,27,24,25,18
156,84,1,29,20,24,29,24,27,27,29,26,27,21
157,91,1,29,23,25,31,25,29,28,30,27,29,24
158,98,1,31,24,27,33,27,31,30,33,29,31,26
159,105,1,31,26,27,34,27,32,32,33,31,33,28
160,112,1,31,26,28,35,28,33,33,34,32,34,28
161,119,1,31,27,28,34,28,32,33,33,32,33,27
162,126,1,30,26,28,32,28,32,30,30,31,32,25
163,133,1,30,24,26,31,26,30,27,29,29,30,24
164,140,1,30,23,24,30,26,29,26,28,27,29,23
165,147,1,29,23,24,29,25,29,25,27,25,28,23
166,154,1,31,22,26,28,24,28,23,26,22,28,21
167,161,1,30,22,22,27,24,27,22,24,23,27,20
168,168,1,30,22,20,27,23,27,21,22,22,26,20
169,8,1,29,22,21,25,23,25,21,21,24,25,19
170,16,1,26,22,20,26,24,26,21,25,24,26,20
171,24,1,24,21,20,25,23,25,20,26,22,26,19
172,32,1,22,21,19,22,24,26,20,25,21,26,19
173,40,1,22,22,18,20,24,27,21,25,23,27,19
174,48,1,22,21,20,23,25,25,20,25,21,26,18
175,56,1,24,18,19,23,26,25,20,25,20,25,18
176,64,1,22,18,20,19,25,25,20,19,21,24,17
177,72,1,25,19,19,22,25,24,21,20,21,24,18
178,80,1,31,22,21,29,28,28,24,29,25,28,22
179,88,1,35,25,28,33,30,31,29,33,29,32,25
180,96,1,37,27,31,35,32,34,34,35,32,35,27
